Isolate	MGT1 ST	MGT2	MGT3	MGT4	MGT5	MGT6	MGT7	MGT8	MGT9	CC-MGT2	CC-MGT3	CC-MGT4	CC-MGT5	CC-MGT6	CC-MGT7	CC-MGT8	CC-MGT9	ODC1	ODC2	ODC5	ODC10	Continent	Country	State or sub country	Postcode	Source	Type	Host	Host disease	Collection date	Collection year	Collection month
17-1157-0071	19	1	1	2119	7402	11609	15191.1	20371.1	22026.1	1	1	1	3302	5461	12836	17913	20538	20538	19521	17174	14477	Oceania	Australia	NSW						2017-01-05	2017	1
17-1157-0072	19	9	32	42	7403.1	11610	15192.1	20372.1	22027.1	1	2	42	46	9373	12837	17914	20539	20539	19522	17175	14478	Oceania	Australia	NSW						2017-01-05	2017	1
17-1157-0158	19	9	32	42	84	89	103	20440	22104.1	1	2	42	46	46	103	17961	20604	20604	19522	17175	14478	Oceania	Australia	NSW						2017-01-13	2017	1
17-1157-0077	19	9	36	42	53	54	57	20374	22029.1	1	2	42	46	54	57	17915	20541	20541	19524	17177	14479	Oceania	Australia	NSW						2017-01-01	2017	1
17-1157-0318	19	9	36	42	53	54	57	20374	22029.1	1	2	42	46	54	57	17915	20541	20541	19524	17177	14479	Oceania	Australia	NSW						2017-01-28	2017	1
17-1157-0421	19	9	36	42	94	103	121	20507	22184.1	1	2	42	46	54	57	18007	20663	20663	19624	17177	14479	Oceania	Australia	NSW						2017-02-16	2017	2
17-1157-0093	19	2	45	66	89	96	15195	20377	22032.1	1	2	63	86	96	12840	17918	20544	20544	19527	17180	14480	Oceania	Australia	NSW						2017-01-04	2017	1
17-1157-0096	19	16	2416	4652	7404	11612	15196.1	20378.1	22033.1	1	1	73	5211	9374	12841	17919	20545	20545	19528	17181	14481	Oceania	Australia	NSW						2017-01-04	2017	1
17-1157-0099	19	9	32	42	74	75	84	20381	22036.1	1	2	42	46	46	84	17921	20548	20548	19530	17183	14482	Oceania	Australia	NSW						2017-01-07	2017	1
17-1157-0194	19	9	32	42	74	75	84	20381	22055.1	1	2	42	46	46	84	17921	20548	20548	19530	17183	14482	Oceania	Australia	NSW						2017-01-19	2017	1
17-1157-0316	19	9	32	42	74	75	84	20381	22036.1	1	2	42	46	46	84	17921	20548	20548	19530	17183	14482	Oceania	Australia	NSW						2017-01-29	2017	1
17-1157-0102	19	9	35	45	76	11614	89	20382	22038.1	1	2	42	50	50	89	17922	20550	20550	19531	17184	14483	Oceania	Australia	NSW						2017-01-05	2017	1
17-1157-0111	36	11	29	4653	7405	11615	15199	20387.1	22043.1	11	29	38	42	9376	12844	17925	20555	20555	19536	17187	14484	Oceania	Australia	NSW						2017-01-04	2017	1
17-1157-0126	19	9	36	47	7407	11617	15200	20392	22049.1	1	2	42	60	9377	12845	17929	20559	20559	19539	17189	14485	Oceania	Australia	NSW						2017-01-09	2017	1
17-1157-0204	19	9	36	47	7407	11617	15200	20392	22049.1	1	2	42	60	9377	12845	17929	20559	20559	19539	17189	14485	Oceania	Australia	NSW						2017-01-16	2017	1
17-1157-0271	19	9	36	47	7407	11617	15213	20420	22082.1	1	2	42	60	9377	12845	17929	20586	20586	19539	17189	14485	Oceania	Australia	NSW						2017-01-27	2017	1
17-1157-0398	19	9	36	47	7407	11617	15213	20420	22082.1	1	2	42	60	9377	12845	17929	20586	20586	19539	17189	14485	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0139	19	16	53	3360	7408	11618	15201	20396	22053.1	1	1	73	5211	9378	12846	17931	20562	20562	19542	17191	14486	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0249	34	2	26	21	7410	21	15202	20399	22058.1	1	1	21	5213	21	12847	17933	20565	20565	19543	17192	14487	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0250	34	2	2417	21	3307	11619	15203	20400.1	22059.1	1	7	21	20	9379	12848	17934	20566	20566	19544	17193	14488	Oceania	Australia	NSW						2017-01-22	2017	1
17-1157-0335	34	2	26	4656	3307.6	10716	15205	20407.1	22068.1	1	1	3281	20	8834	799	17937	20572	20572	19549	17197	14489	Oceania	Australia	NSW						2017-02-02	2017	2
17-1157-0337	19	9	36	42	5374	11620	15206.1	20408.1	22069.1	1	2	42	46	7381	12849	17938	20573	20573	19550	17198	14490	Oceania	Australia	NSW						2017-02-01	2017	2
17-1157-0339	19	2	2419	4657	7412	11622	15208	20410	22071.1	1	1585	3282	5214	9381	12850	17940	20575	20575	19552	17200	14491	Oceania	Australia	NSW						2017-02-01	2017	2
17-1157-0349	19	9	47	4658	66	544	15210	20413.1	22075.1	1	2	42	60	125	12852	17942	20579	20579	19556	17203	14492	Oceania	Australia	NSW						2017-02-04	2017	2
17-1157-0437	19	9	36	47	100	11624	143.1	20415.1	22077.2	1	2	42	60	9383	143	17944	20581	20581	19558	17204	8999	Oceania	Australia	NSW						2017-02-11	2017	2
17-1157-0393	19	9	2424	47	100	11624	143	20504	22181.1	1	1273	42	60	9383	143	17944	20581	20581	19558	17204	8999	Oceania	Australia	NSW						2017-02-08	2017	2
17-1157-0383	19	9	36	47	100	11658	143	20498	22174.1	1	2	42	60	9383	143	17944	20581	20581	19558	17204	8999	Oceania	Australia	NSW						2017-02-11	2017	2
17-1157-0358	19	9	36	47	100	11624	143	20415	22077.1	1	2	42	60	9383	143	17944	20581	20581	19558	17204	8999	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0419	34	2	2420	43	3319	11626	15212	20506.1	22183.1	1	1	21	20	9385	12853	17947	20584	20584	19560	17205	14494	Oceania	Australia	NSW						2017-02-17	2017	2
17-1157-0394	34	2	2420	43	3319	11626	15212	20418	22080.1	1	1	21	20	9385	12853	17947	20584	20584	19560	17205	14494	Oceania	Australia	NSW						2017-02-09	2017	2
17-1157-0392	34	2	2420	43	3319	11626	15212	20503.1	22180.1	1	1	21	20	9385	12853	18006	20662	20662	19560	17205	14494	Oceania	Australia	NSW						2017-02-09	2017	2
17-1157-0400	19	9	2	335	7414	8145	15214	20421	22083.1	1	2	62	567	7209	12854	17948	20587	20587	19561	17206	14495	Oceania	Australia	NSW						2017-02-09	2017	2
17-1157-0531	19	9	2	335	7414	8145	15268	20520	22200.2	1	2	62	567	7209	12854	17948	20674	20674	19561	17206	14495	Oceania	Australia	NSW						2017-02-27	2017	2
17-1157-0468	19	9	2	335	7414	11665.1	15268	20520.1	22200.1	1	2	62	567	9410	12854	17948	20674	20674	19561	17206	14495	Oceania	Australia	NSW						2017-02-18	2017	2
17-1157-0146	19	9	2	335	7414	11635	15223.1	20435.1	22098.1	1	2	62	567	7209	12854	17957	20600	20600	19571	17206	14495	Oceania	Australia	NSW						2017-01-09	2017	1
17-1157-0408	34	2	26	4660	3307	11629	15216	20425.1	22088.1	1	1	3283	20	51	12855	17951	20591	20591	19564	17208	14496	Oceania	Australia	NSW						2017-02-13	2017	2
17-1157-0476	19	1	1	1	1	11630	15218	20428	22091	1	1	1	1	9386	12857	17952	20593	20593	19566	17209	14497	Oceania	Australia	NSW						2017-02-19	2017	2
17-1157-0479	19	9	36	4661	66	11631	15219	20429	22092.1	1	2	42	60	125	12858	17953	20594	20594	19567	17210	14498	Oceania	Australia	NSW						2017-02-20	2017	2
17-1157-0145	19	2	54	186	7415	11634	15222	20434	22097.1	1	1	95	5215	9388	12859	17956	20599	20599	19570	17211	14499	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0149	19	2	115	4664	7400	11636	15224	20436	22099.1	1	115	3284	5209	9390	12860	17958	20601	20601	19572	17212	14500	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0150	19	528	43	4665	7416	11637	15225	20437	22100.1	530	2	63	86	9391	12861	17959	20602	20602	19573	17213	14501	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0154	19	528	43	4665	7416	11637	15226.1	20438.1	22102.1	530	2	63	86	9391	12861	17960	20603	20603	19574	17213	14501	Oceania	Australia	NSW						2017-01-13	2017	1
17-1157-0175	19	2	43	4666	7418	11638	15227	20445	22111.1	1	2	63	86	9392	12862	17965	20609	20609	19579	17216	14502	Oceania	Australia	NSW						2017-01-09	2017	1
17-1157-0188	19	9	36	47	7419	11639	15228	20446	22112.1	1	2	42	5217	52	12863	17966	20610	20610	19580	17217	14503	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0176	19	9	36	47	7419	11639	15228	20446	22112.1	1	2	42	5217	52	12863	17966	20610	20610	19580	17217	14503	Oceania	Australia	NSW						2017-01-12	2017	1
17-1157-0177	19	9	39	60	7420	4924	15229	20447	22113.1	1	2	42	1175	4924	2160	17967	20611	20611	19581	17218	14504	Oceania	Australia	NSW						2017-01-13	2017	1
17-1157-0200	19	9	39	60	95	11642	15232	20454	22121.1	1	2	42	46	9395	12865	17970	20617	20617	19586	17222	14505	Oceania	Australia	NSW						2017-01-15	2017	1
17-1157-0201	19	2	2422	4667	7421	11643	15233	20455	22122.1	1	1586	1451	5218	9396	12866	17971	20618	20618	19587	17223	14506	Oceania	Australia	NSW						2017-01-20	2017	1
17-1157-0224	19	2	54	186	7422	5577	15234.1	20456.2	22123.3	1	1	95	5219	5474	12867	17972	20619	20619	19588	17224	8858	Oceania	Australia	NSW						2017-01-24	2017	1
17-1157-0215	19	2	54	186	7422	5577	15234	20456.1	22123.2	1	1	95	5219	5474	12867	17972	20619	20619	19588	17224	8858	Oceania	Australia	NSW						2017-01-19	2017	1
17-1157-0207	19	2	54	186	7422	5577	15234	20456	22123.1	1	1	95	5219	5474	12867	17972	20619	20619	19588	17224	8858	Oceania	Australia	NSW						2017-01-17	2017	1
17-1157-0214	19	9	36	47	60	61	65	20458.1	22125.1	1	2	42	60	61	65	17974	20621	20621	19590	17226	14508	Oceania	Australia	NSW						2017-01-19	2017	1
17-1157-0246	34	2	26	43	3319	104	15238	20461	22128.1	1	1	21	20	104	12868	17976	20624	20624	19593	17227	14509	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0438	34	2	26	43	3319	104	122	20513	22191.1	1	1	21	20	104	122	18011	20668	20668	19629	17227	14509	Oceania	Australia	NSW						2017-02-12	2017	2
17-1157-0442	34	2	26	43	3319	104	122	20513	22191.2	1	1	21	20	104	122	18011	20668	20668	19629	17227	14509	Oceania	Australia	NSW						2017-02-12	2017	2
17-1157-0254	19	2	54	186	117	11644	15239	20462	22129.1	1	1	95	18	9397	12869	17977	20625	20625	19594	17228	14510	Oceania	Australia	NSW						2017-01-25	2017	1
17-1157-0258	19	9	36	4668	7423	11645.1	15240	20464.1	22131.1	1	2	3285	5220	9398	12870	17978	20627	20627	19595	17229	14511	Oceania	Australia	NSW						2017-01-23	2017	1
17-1157-0522	19	9	36	4668	7435	11645.1	15240	20534.1	22215.1	1	2	3285	5220	9398	12870	17978	20686	20686	19595	17229	14511	Oceania	Australia	NSW						2017-02-25	2017	2
17-1157-0453	19	2	433	4669	3326	5249	15242	20468	22195.1	1	1	1804	18	696	12871	17981	20630	20630	19597	17231	14512	Oceania	Australia	NSW						2017-02-16	2017	2
17-1157-0265	19	2	433	4669	3326	5249	15242	20468	22135.1	1	1	1804	18	696	12871	17981	20630	20630	19597	17231	14512	Oceania	Australia	NSW						2017-01-24	2017	1
17-1157-0273	19	2	2423	4670	7425	11646	15243	20469.1	22136.1	1	1	1804	5221	9399	12872	17982	20631	20631	19598	17232	14513	Oceania	Australia	NSW						2017-01-30	2017	1
17-1157-0303	19	2	2423	4670	7425	11646	15247	20476	22146.1	1	1	1804	5221	9399	12874	17988	20637	20637	19604	17232	14513	Oceania	Australia	NSW						2017-01-31	2017	1
17-1157-0280	19	9	36	565	7426	11647	15244	20471	22138.1	1	2	42	5222	9400	6680	17984	20633	20633	19600	17234	14514	Oceania	Australia	NSW						2017-01-26	2017	1
17-1157-0317	19	9	36	42	3536	11652	15249.1	20480.1	22150.1	1	2	42	46	9403	11964	17990	20640	20640	19606	17238	14515	Oceania	Australia	NSW						2017-01-27	2017	1
17-1157-0321	34	2	26	21	7428	99	115	20485	22157.1	1	1	21	20	99	115	17995	20646	20646	19611	17242	14516	Oceania	Australia	NSW						2017-01-30	2017	1
17-1157-0326	34	2	26	21	7428	99	115	20485	22157.2	1	1	21	20	99	115	17995	20646	20646	19611	17242	14516	Oceania	Australia	NSW						2017-01-27	2017	1
17-1157-0331	34	2	26	4650	7401	11608	15252	20486	22159.1	1	1	21	5210	9372	12876	17996	20647	20647	19612	17243	14517	Oceania	Australia	NSW						2017-02-02	2017	2
17-1157-0378	34	2	26	4650	7401	11608	15252	20486	22171.1	1	1	21	5210	9372	12876	17996	20647	20647	19612	17243	14517	Oceania	Australia	NSW						2017-02-08	2017	2
17-1157-0375	34	2	26	21	5852	11656	15256	20493	22168.1	1	1	21	20	4919	12877	17998	20653	20653	19615	17245	14518	Oceania	Australia	NSW						2017-02-05	2017	2
17-1157-0380	19	9	36	42	7429	11657	15257	20496	22172.1	1	2	42	5224	9406	12878	18001	20656	20656	19618	17247	14519	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0389	19	9	39	60	7430	11659	15260	20501	22178.1	1	2	42	3405	9407	12880	18004	20660	20660	19621	17250	14520	Oceania	Australia	NSW						2017-02-10	2017	2
17-1157-0391	19	529	43	66	7431	11660	15261	20502.1	22179.1	531	2	63	5225	9408	12881	18005	20661	20661	19622	17251	14521	Oceania	Australia	NSW						2017-02-07	2017	2
17-1157-0425	19	2	2425	4674	104	11662	15262	20508	22186.1	1	1587	3287	104	9409	12882	18008	20665	20665	19626	17252	14522	Oceania	Australia	NSW						2017-02-13	2017	2
17-1157-0426	34	2	26	46	3307	11663	15263	20509.1	22187.1	1	1	21	20	51	12883	18009	20666	20666	19627	17253	14523	Oceania	Australia	NSW						2017-02-13	2017	2
17-1157-0436	19	9	36	47	66	128	155	20512	22190.1	1	2	42	60	125	155	18010	20667	20667	19628	17254	14524	Oceania	Australia	NSW						2017-02-12	2017	2
17-1157-0439	19	9	39	60	95	105	123	20514	22192.1	1	2	42	46	105	123	18012	20669	20669	19630	17255	14525	Oceania	Australia	NSW						2017-02-11	2017	2
17-1157-0441	19	1	1	2119	3537	11664	15266	20516	22194	1	1	1	3302	5461	12884	18014	20671	20671	19632	17257	14526	Oceania	Australia	NSW						2017-02-11	2017	2
17-1157-0500	19	1	1	54	7433	11666	15271	20524	22204.1	1	1	1	5226	9411	12887	18017	20677	20677	19637	17260	14527	Oceania	Australia	NSW						2017-02-25	2017	2
17-1157-0506	19	530.1	2426.1	3734.2	68.2	11667.1	15273.1	20527.1	22207.1	532	2	42	60	9412	12889	18019	20679	20679	19639	17261	14528	Oceania	Australia	NSW						2017-02-20	2017	2
17-1157-0514	19	9	39	4675	95	105	15274	20528.1	22208.1	1	2	3288	46	105	12890	18020	20680	20680	19640	17262	14529	Oceania	Australia	NSW						2017-02-23	2017	2
17-1157-0507	19	9	39	4675	95	105	15274	20528.1	22208.1	1	2	3288	46	105	12890	18020	20680	20680	19640	17262	14529	Oceania	Australia	NSW						2017-02-23	2017	2
17-1157-0512	19	2	433	4676	7434	11668	15275	20529	22209.1	1	1	3289	18	1709	12891	18021	20681	20681	19641	17263	14530	Oceania	Australia	NSW						2017-02-21	2017	2
17-1157-0521	19	2	433	4676	7434	1709	15278	20533	22214.1	1	1	3289	18	1709	12891	18024	20685	20685	19645	17263	14530	Oceania	Australia	NSW						2017-02-24	2017	2
17-1157-0524	19	9	35	45	50	11670	15279	20535	22216.1	1	2	42	50	9413	12894	18025	20687	20687	19646	17266	14531	Oceania	Australia	NSW						2017-02-23	2017	2
17-1157-0570	19	2	43	4677	7436	11671	15285	20543	22225.1	1	2	3290	5227	9414	12895	18026	20688	20688	19647	17267	14532	Oceania	Australia	NSW						2017-02-21	2017	2
17-1157-0533	19	2	43	4677	7436	11671	15281	20537	22219.1	1	2	3290	5227	9414	12895	18026	20688	20688	19647	17267	14532	Oceania	Australia	NSW						2017-02-23	2017	2
17-1157-0545	19	2	8	411.1	675	2561	15283	20541.1	22223.1	1	1	408	675	965	12896	18029	20692	20692	19650	17269	14533	Oceania	Australia	NSW						2017-02-28	2017	2
17-1157-0228	19	486	2427.1	4351	7437.1	11674.1	15286.1	20545.1	22227.1	491	7	3169	5228	9415	12898	18031	20695	20695	19652	17271	14534	Oceania	Australia	NSW						2017-01-18	2017	1
SRR1645501	19	9	116	56	66	544	729.1	893.2	963.5	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Boot Swab Row 4				2012-05-03	2012	5
SRR1645502	19	9	116	56	66	544	729	893	963.6	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Dirty Egg Shell Rinse				2012-05-03	2012	5
SRR1645500	19	9	116	56	66	544	730	897	967.1	1	2	42	60	125	149	897	967	967	967	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-10	2012	4
SRR1645498	19	9	116	56	66	544	729	893	963.4	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-23	2012	4
SRR1645497	19	9	116	56	66	544	729	895	965.1	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-24	2012	4
SRR1645495	19	9	116	56	66	544	729	893.1	963.3	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-24	2012	4
SRR1645496	19	9	116	56	66	553	729	894.1	964.1	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-24	2012	4
SRR1645492	19	9	116	56	66	544	729	893	962.1	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-27	2012	4
SRR1645499	19	9	116	56	66	544	729	896	966.1	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-23	2012	4
SRR1645494	19	9	116	56	66	544	729	893	963.2	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-26	2012	4
SRR1645493	19	9	116	56	66	544	729	893	963.1	1	2	42	60	125	149	893	962	962	962	962	941	Oceania	Australia	NSW		Homo sapiens				2012-04-26	2012	4
SRR1645513	19	9	36	47	66	555	717	901.1	971.3	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Homo sapiens				2012-02-27	2012	2
SRR1645514	19	9	36	47	66	555	717	902.1	972.1	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Homo sapiens				2012-02-26	2012	2
SRR1645511	19	9	36	47	66	555	717	901	971.1	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Homo sapiens				2012-02-28	2012	2
SRR1645516	None	9	36	47	66	555	734	903	973.1	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Homo sapiens				2012-02-26	2012	2
SRR1645512	19	9	36	47	66	555	717	901	971.2	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Homo sapiens				2012-02-28	2012	2
SRR1645518	19	9	36	47	66	555	717	901	971.4	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Mayonnaise				2012-04-11	2012	4
SRR1645519	19	9	36	47	66	555	717	901	971.4	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Basil Aioli				2012-04-11	2012	4
SRR1645515	19	9	36	47	66	555	717	901	971.4	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Homo sapiens				2012-02-26	2012	2
SRR1645517	19	9	36	47	66	555	717	901	971.4	1	2	42	60	125	149	901	971	971	971	971	79	Oceania	Australia	NSW		Homo sapiens				2012-02-26	2012	2
SRR1645528	19	14	36	56	68	556	735.4	906.5	976.5	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-06	2012	3
SRR1645529	19	14	36	56	68	556.1	735.2	906.6	976.6	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Hommos				2012-04-19	2012	4
SRR1645525	19	14	36	56	68	556	736	907	977.1	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-09	2012	3
SRR1645524	19	14	36	56	68	556	735.2	906.3	976.3	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-12	2012	3
SRR1645520	19	14	36	56	68	556	735.1	904.1	974.1	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-04-13	2012	4
SRR1645522	19	14	36	56	68	556	735.2	906.1	976.1	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-15	2012	3
SRR1645526	19	14	36	56	68	556	735.2	906.3	976.4	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-08	2012	3
SRR1645527	19	14	36	56.2	68	556	735.3	906.4	978.1	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-07	2012	3
SRR1645523	19	14	36	56	68	556	735.2	906.2	976.2	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-12	2012	3
SRR1645521	19	14	36	56	344	556	735.2	905.1	975.1	1	2	42	60	125	735	904	974	974	974	974	970	Oceania	Australia	NSW		Homo sapiens				2012-03-16	2012	3
SS17M0520	19	2	15	356	17	107	6931.1	8342.1	8794.1	1	15	18	17	49	1079	1265	8847	8847	8829	8780	86	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M2126	19	2	15	356	17	5572.1	1079	8562.1	9040.1	1	15	18	17	49	1079	8494	9059	9059	9024	8948	86	Oceania	Australia	QLD						2017-02-27	2017	2
SS17M1394	19	2	15.3	2125	62	1991.3	6707.1	8065.1	8499.1	1	15	18	62	63	67	8052	8570	8570	8567	8544	162	Oceania	Australia	QLD						2017-02-03	2017	2
SS17M0471	19	9	36	45	76	5211.1	6663.1	7999.1	8426.1	1	2	42	50	5210	6662	7995	8511	8511	8511	8500	8500	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M0357	19	9	36	45	76.1	5223	6675.1	8015.1	8442.1	1	2	42	50	5210	6673	8009	8525	8525	8525	8513	8500	Oceania	Australia	QLD						2017-01-04	2017	1
SS17M1759	19	9	36	45	76	5258	6718.1	8078.1	8513.1	1	2	42	50	5210	6673	8063	8582	8582	8578	8555	8500	Oceania	Australia	QLD						2017-02-15	2017	2
SS17M0477	36	11	29	58	3306	5212	6664.1	8000.1	8427.1	11	29	38	3294	642	6663	7996	8512	8512	8512	8501	8501	Oceania	Australia	QLD						2017-01-10	2017	1
SS17M0135	34	2	26	46	3307.1	5213	6665	8001.1	8428.1	1	1	21	20	1738	6664	7997	8513	8513	8513	8502	8502	Oceania	Australia	QLD						2017-01-01	2017	1
SS17M0168	19	9	36	42	3308	5214.1	6666.1	8002.1	8429.1	1	2	42	46	5212	6665	7998	8514	8514	8514	8503	8503	Oceania	Australia	QLD						2017-01-03	2017	1
SS17M0635	19	9	36	42	3308	5233.1	6666.6	8516.1	8984.1	1	2	42	46	5212	6665	8454	8514	8514	8514	8503	8503	Oceania	Australia	QLD						2017-01-16	2017	1
SS17M0346	19	9	36	42	3308.3	5214.2	6666.7	8002.3	8990.1	1	2	42	46	5212	6665	7998	8514	8514	8514	8503	8503	Oceania	Australia	QLD						2017-01-06	2017	1
SS17M0379	19	9	36	42	3308	5214	6666	8002.2	8446.1	1	2	42	46	5212	6665	7998	8514	8514	8514	8503	8503	Oceania	Australia	QLD						2017-01-04	2017	1
SS17M0741	19	9	36	42	3308	5233	6666	8029.1	8457.1	1	2	42	46	5212	6665	8020	8536	8536	8514	8503	8503	Oceania	Australia	QLD						2017-01-11	2017	1
SS17M1589	19	9	36	42	3308	5253.3	7051.1	8506.1	8973.1	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-10	2017	2
SS17M1721	19	9	36	42	3308	5253	7066.1	8531.1	9004.1	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-11	2017	2
SS17M1824	19	9	36	42	3308	5253	7067	8533.1	9006.1	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-14	2017	2
SS17M1458	19	9	36	42	3308.1	5253.1	6666.2	8069.1	8503.1	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-08	2017	2
SS17M1740	19	9	36	42	3308	5253	6714	8077	8512.1	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-15	2017	2
SS17M1561	19	9	36	42	3308	5253	6714	8505.1	8972.1	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-11	2017	2
SS17M1618	19	9	36	42	3308	5253	6714	8070.5	8504.5	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-13	2017	2
SS17M1668	19	9	36	42	3308	5253	6714	8070.4	8504.3	1	2	42	46	5212	6665	8056	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-12	2017	2
SS17M1833	19	9	36	42	3308	5253	7070	8536	9009.1	1	2	42	46	5212	6665	8469	8574	8574	8571	8548	8503	Oceania	Australia	QLD						2017-02-14	2017	2
SS17M1895	19	9	36	42	3308	5253	6714	8543.1	9017.1	1	2	42	46	5212	6665	8476	9041	9041	8571	8548	8503	Oceania	Australia	QLD						2017-02-18	2017	2
SS17M1496	19	9	36	42	3308	5253	6714.1	53476.2	58625.1	1	2	42	46	5212	6665	8056	56529	56529	8571	8548	8503	Oceania	Australia	QLD						2017-02-09	2017	2
SS17M1653	19	9	36	42	3308	5253	6714.3	53476.4	58625.2	1	2	42	46	5212	6665	8056	56529	56529	8571	8548	8503	Oceania	Australia	QLD						2017-02-13	2017	2
SS17M1920	19	9	36	42	3308	5253	6714.4	53476.5	58625.3	1	2	42	46	5212	6665	8056	56529	56529	8571	8548	8503	Oceania	Australia	QLD						2017-02-20	2017	2
SS17M1534	19	9.1	36	42	3308.5	5253	6714.2	53476.3	58626.1	1	2	42	46	5212	6665	8056	56530	56530	8571	8548	8503	Oceania	Australia	QLD						2017-02-08	2017	2
SS17M1866	19	9	36	42	3308	5253	6714	53509.1	58627.1	1	2	42	46	5212	6665	8056	56531	56531	8571	8548	8503	Oceania	Australia	QLD						2017-02-19	2017	2
SS17M1756	19	9	36	42	3308	5253	6714	53476	59159.1	1	2	42	46	5212	6665	8056	57063	57063	8571	8548	8503	Oceania	Australia	QLD						2017-02-15	2017	2
SS17M1569	19	9	36	42	3308	5253.4	6714.5	53990.1	59224.1	1	2	42	46	5212	6665	8056	57128	57128	8571	8548	8503	Oceania	Australia	QLD						2017-02-10	2017	2
SS17M0169	19	2	15	50.2	62	5215	159	8003.1	8430.1	1	15	18	62	5213	98	7999	8515	8515	8515	8504	8504	Oceania	Australia	QLD						2017-01-03	2017	1
SS17M1260	19	2	15	50.2	62.7	5553.1	7063.1	8524.1	8995.1	1	15	18	62	69	98	8460	9024	9024	8993	8925	8504	Oceania	Australia	QLD						2017-02-01	2017	2
SS17M1930	19	2	15	50.2	62	69	7080.1	8547.1	9022.1	1	15	18	62	69	98	8480	9045	9045	9011	8939	8504	Oceania	Australia	QLD						2017-02-21	2017	2
SS17M0180	19	9	32	42	3309.1	5216.1	117	8004.1	8431.1	1	2	42	46	46	48	8000	8516	8516	8516	8505	53	Oceania	Australia	QLD						2017-01-03	2017	1
